id,run/V,chi_nsubj|chi_obl:agent
run/fic_1927_14374_cleaned_part594.txt/12,['run/V'],['jessie/nsubj']
run/fic_1921_1839_cleaned_part1113.txt/33,['run/V'],['life/nsubj']
run/fic_1914_2543_cleaned_part130.txt/8,['run/V'],['tom/nsubj']
run/fic_1918_3289_cleaned_part1029.txt/51,['run/V'],['one/det']
run/fic_1912_5760_cleaned_part795.txt/41,['run/V'],['hope/nsubj']
run/fic_1917_14066_cleaned_part878.txt/6,['run/V'],['jean/nsubj']
run/fic_1918_3832_cleaned_part118.txt/26,['run/V'],['vein/nmod:poss']
run/fic_1922_3676_cleaned_part150.txt/51,['run/V'],['that/nsubj']
run/fic_1925_16274_cleaned_part753.txt/61,['run/V'],['some/nsubj']
run/fic_1917_2151_cleaned_part297.txt/40,['run/V'],['gaiter/compound']
run/fic_1927_14374_cleaned_part608.txt/66,['run/V'],['wife/nmod:poss']
run/fic_1917_1915_cleaned_part1254.txt/38,['run/V'],['who/nsubj']
run/fic_1922_3676_cleaned_part161.txt/8,['run/V'],['nimble/nsubj']
run/fic_1922_2197_cleaned_part102.txt/91,['run/V'],['water/nsubj']
run/fic_1922_3784_cleaned_part200.txt/26,['run/V'],['who/nsubj']
run/fic_1922_2548_cleaned_part84.txt/5,['run/V'],['blood/nmod:poss']
run/fic_1925_16274_cleaned_part781.txt/18,['run/V'],['first/det']
run/fic_1914_5125_cleaned_part1119.txt/69,['run/V'],['asher/nsubj']
run/fic_1922_4895_cleaned_part1288.txt/46,['run/V'],['water/amod']
run/fic_1910_2750_cleaned_part739.txt/15,['run/V'],['woman/nsubj']
run/fic_1914_5125_cleaned_part1124.txt/9,['run/V'],['jo/nsubj']
run/fic_1922_4895_cleaned_part1292.txt/14,['run/V'],['jake/nsubj']
run/fic_1917_2199_cleaned_part882.txt/20,['run/V'],['which/nsubj']
run/fic_1912_1583_cleaned_part402.txt/3,['run/V'],['jimmie/nsubj']
run/fic_1920_1971_cleaned_part690.txt/11,['run/V'],['river/nsubj']
run/fic_1922_4895_cleaned_part1293.txt/5,['run/V'],['blister/nsubj']
run/fic_1911_1082_cleaned_part211.txt/29,['run/V'],['kit/nsubj']
run/fic_1925_16274_cleaned_part805.txt/14,['run/V'],['simon/nsubj']
run/fic_1915_1222_cleaned_part429.txt/21,['run/V'],['who/nsubj']
run/fic_1920_2502_cleaned_part1239.txt/73,['run/V'],['some/nsubj']
run/fic_1925_16214_cleaned_part2493.txt/5,['run/V'],['marcus/nsubj']
run/fic_1920_2502_cleaned_part1252.txt/33,['run/V'],['robert/nsubj']
run/fic_1911_3156_cleaned_part959.txt/26,['run/V'],['blood/nmod:poss']
run/fic_1916_465_cleaned_part639.txt/8,['run/V'],['three/det']
run/fic_1922_3676_cleaned_part220.txt/4,['run/V'],['nimble/nsubj']
run/fic_1916_3807_cleaned_part714.txt/35,['run/V'],['ned/nsubj']
run/fic_1911_1082_cleaned_part245.txt/23,['run/V'],['kit/nsubj']
run/fic_1922_3676_cleaned_part244.txt/7,['run/V'],['dodger/nsubj']
run/fic_1922_3676_cleaned_part242.txt/6,['run/V'],['dodger/nsubj']
run/fic_1912_1583_cleaned_part428.txt/43,['run/V'],['han/nsubj']
run/fic_1922_3676_cleaned_part243.txt/19,['run/V'],['dodger/nsubj']
run/fic_1916_3807_cleaned_part723.txt/5,['run/V'],['dad/nsubj']
run/fic_1911_1082_cleaned_part249.txt/20,['run/V'],['peter/nsubj']
run/fic_1911_1082_cleaned_part249.txt/26,['run/V'],['kit/nsubj']
run/fic_1911_1082_cleaned_part270.txt/5,['run/V'],['kit/nsubj']
run/fic_1911_1082_cleaned_part267.txt/9,['run/V'],['kit/nsubj']
run/fic_1917_2199_cleaned_part947.txt/25,['run/V'],['mind/nmod:poss']
run/fic_1920_1913_cleaned_part1180.txt/101,['run/V'],['that/nsubj']
run/fic_1911_1082_cleaned_part279.txt/27,['run/V'],['kit/nsubj']
run/fic_1912_5626_cleaned_part427.txt/68,['run/V'],['that/nsubj']
run/fic_1915_1222_cleaned_part484.txt/18,['run/V'],['which/nsubj']
run/fic_1920_216_cleaned_part311.txt/35,['run/V'],['who/nsubj']
run/fic_1912_3653_cleaned_part15.txt/7,['run/V'],['who/nsubj']
run/fic_1914_2874_cleaned_part178.txt/34,['run/V'],['who/nsubj']
run/fic_1922_2197_cleaned_part192.txt/10,['run/V'],['sense/nmod:poss']
run/fic_1911_1082_cleaned_part285.txt/47,['run/V'],['kit/nsubj']
run/fic_1919_2361_cleaned_part127.txt/14,['run/V'],['which/nsubj']
run/fic_1917_776_cleaned_part1547.txt/8,['run/V'],['lucy/nsubj']
run/fic_1912_1583_cleaned_part479.txt/61,['run/V'],['which/nsubj']
run/fic_1922_2581_cleaned_part1476.txt/30,['run/V'],['lily/nsubj']
run/fic_1912_5760_cleaned_part942.txt/45,['run/V'],['dick/nsubj']
run/fic_1920_1913_cleaned_part1199.txt/34,['run/V'],['that/nsubj']
run/fic_1911_1082_cleaned_part302.txt/25,['run/V'],['kit/nsubj']
run/fic_1920_1913_cleaned_part1191.txt/71,['run/V'],['mind/nmod:poss']
run/fic_1917_2151_cleaned_part448.txt/30,['run/V'],['fancy/nmod:poss']
run/fic_1910_2750_cleaned_part871.txt/32,['run/V'],['kinney/nsubj']
run/fic_1920_1913_cleaned_part1243.txt/43,['run/V'],['that/nsubj']
run/fic_1928_14192_cleaned_part80.txt/4,['run/V'],['lora/nsubj']
run/fic_1921_1839_cleaned_part1311.txt/64,['run/V'],['who/nsubj']
run/fic_1922_4895_cleaned_part1417.txt/46,['run/V'],['bandy/nsubj']
run/fic_1922_4895_cleaned_part1429.txt/3,['run/V'],['mollie/nsubj']
run/fic_1912_5760_cleaned_part990.txt/7,['run/V'],['confidence/nsubj']
run/fic_1910_2750_cleaned_part894.txt/66,['run/V'],['three/det']
run/fic_1917_2151_cleaned_part483.txt/34,['run/V'],['that/nsubj']
run/fic_1918_3832_cleaned_part314.txt/59,['run/V'],['which/nsubj']
run/fic_1911_1082_cleaned_part352.txt/47,['run/V'],['kit/nsubj']
run/fic_1911_1588_cleaned_part1352.txt/46,['run/V'],['that/nsubj']
run/fic_1914_3501_cleaned_part466.txt/86,['run/V'],['paw/nsubj']
run/fic_1917_14066_cleaned_part1078.txt/9,['run/V'],['sister/nmod:poss']
run/fic_1922_461_cleaned_part642.txt/38,['run/V'],['mind/nmod:poss']
run/fic_1911_1082_cleaned_part367.txt/50,['run/V'],['vrouw/nsubj']
run/fic_1916_465_cleaned_part765.txt/26,['run/V'],['jane/nsubj']
run/fic_1914_5125_cleaned_part1309.txt/27,['run/V'],['jo/nsubj']
run/fic_1916_14215_cleaned_part118.txt/29,['run/V'],['man/nsubj']
run/fic_1922_4933_cleaned_part961.txt/76,['run/V'],['ward/nsubj']
run/fic_1918_3289_cleaned_part1254.txt/5,['run/V'],['duck/nsubj']
run/fic_1920_1913_cleaned_part1283.txt/40,['run/V'],['voice/nmod:poss']
run/fic_1921_2488_cleaned_part1666.txt/91,['run/V'],['daughter/nmod:poss']
run/fic_1918_3832_cleaned_part501.txt/34,['run/V'],['robinson/nsubj']
run/fic_1918_3289_cleaned_part1291.txt/33,['run/V'],['some/nsubj']
run/fic_1916_3807_cleaned_part903.txt/40,['run/V'],['ned/nsubj']
run/fic_1921_13375_cleaned_part690.txt/10,['run/V'],['that/nsubj']
run/fic_1922_945_cleaned_part246.txt/31,['run/V'],['longley/nsubj']
run/fic_1911_3389_cleaned_part367.txt/24,['run/V'],['who/nsubj']
run/fic_1911_3156_cleaned_part1168.txt/39,['run/V'],['fancy/nmod:poss']
run/fic_1910_2750_cleaned_part968.txt/13,['run/V'],['horse/nmod:poss']
run/fic_1922_2326_cleaned_part276.txt/6,['run/V'],['tank/compound']
run/fic_1917_3892_cleaned_part562.txt/49,['run/V'],['clare/nsubj']
run/fic_1926_14117_cleaned_part336.txt/25,['run/V'],['hannibal/nsubj']
run/fic_1918_3672_cleaned_part423.txt/42,['run/V'],['word/amod']
run/fic_1917_3892_cleaned_part588.txt/23,['run/V'],['clare/nsubj']
run/fic_1922_945_cleaned_part292.txt/28,['run/V'],['who/nsubj']
run/fic_1914_2874_cleaned_part370.txt/43,['run/V'],['bert/nsubj']
run/fic_1910_3116_cleaned_part34.txt/70,['run/V'],['one/nsubj']
run/fic_1922_4895_cleaned_part1560.txt/27,['run/V'],['dud/nsubj']
run/fic_1910_3116_cleaned_part35.txt/32,['run/V'],['who/nsubj']
run/fic_1914_2874_cleaned_part396.txt/25,['run/V'],['an/nsubj']
run/fic_1918_5728_cleaned_part1526.txt/95,['run/V'],['that/nsubj']
run/fic_1922_2548_cleaned_part379.txt/100,['run/V'],['that/nsubj']
run/fic_1910_2750_cleaned_part1027.txt/4,['run/V'],['who/nsubj']
run/fic_1922_2548_cleaned_part385.txt/48,['run/V'],['that/nsubj']
run/fic_1918_3832_cleaned_part447.txt/15,['run/V'],['which/nsubj']
run/fic_1920_1913_cleaned_part1396.txt/37,['run/V'],['time/nsubj']
run/fic_1915_3013_cleaned_part76.txt/16,['run/V'],['record/nmod:poss']
run/fic_1915_1222_cleaned_part709.txt/3,['run/V'],['briggs/nsubj']
run/fic_1914_2543_cleaned_part491.txt/47,['run/V'],['bessie/nsubj']
run/fic_1912_5626_cleaned_part664.txt/59,['run/V'],['all/nsubj']
run/fic_1920_216_cleaned_part529.txt/21,['run/V'],['carol/nsubj']
run/fic_1914_3501_cleaned_part640.txt/4,['run/V'],['wanaka/nsubj']
run/fic_1917_3892_cleaned_part640.txt/3,['run/V'],['clare/nsubj']
run/fic_1922_945_cleaned_part363.txt/41,['run/V'],['that/nsubj']
run/fic_1912_14258_cleaned_part171.txt/27,['run/V'],['madame/nsubj']
run/fic_1918_3289_cleaned_part1413.txt/4,['run/V'],['leo/nsubj']
run/fic_1928_14375_cleaned_part7.txt/26,['run/V'],['eye/nmod:poss']
run/fic_1920_1913_cleaned_part1387.txt/42,['run/V'],['man/nsubj']
run/fic_1918_3672_cleaned_part470.txt/47,['run/V'],['letter/nmod:poss']
run/fic_1916_465_cleaned_part908.txt/71,['run/V'],['who/nsubj']
run/fic_1912_14258_cleaned_part160.txt/6,['run/V'],['eloise/nsubj']
run/fic_1910_3629_cleaned_part733.txt/15,['run/V'],['trade/nmod:poss']
run/fic_1920_1913_cleaned_part1419.txt/33,['run/V'],['that/nsubj']
run/fic_1920_1219_cleaned_part22.txt/41,['run/V'],['vein/nmod:poss']
run/fic_1917_2199_cleaned_part1202.txt/5,['run/V'],['temper/nmod:poss']
run/fic_1922_3478_cleaned_part119.txt/18,['run/V'],['magistrate/nmod:poss']
run/fic_1920_1913_cleaned_part1462.txt/37,['run/V'],['mind/nmod:poss']
run/fic_1914_2874_cleaned_part471.txt/6,['run/V'],['several/nsubj']
run/fic_1921_1149_cleaned_part145.txt/25,['run/V'],['all/nsubj']
run/fic_1914_2874_cleaned_part464.txt/37,['run/V'],['some/nsubj']
run/fic_1919_3543_cleaned_part900.txt/11,['run/V'],['side/nsubj']
run/fic_1915_1222_cleaned_part787.txt/18,['run/V'],['mouth/nmod:poss']
run/fic_1918_3672_cleaned_part539.txt/38,['run/V'],['that/nsubj']
run/fic_1922_3478_cleaned_part152.txt/43,['run/V'],['which/nsubj']
run/fic_1920_216_cleaned_part621.txt/18,['run/V'],['which/nsubj']
run/fic_1914_5125_cleaned_part1520.txt/30,['run/V'],['history/nmod:poss']
run/fic_1920_1913_cleaned_part1489.txt/66,['run/V'],['hugh/nsubj']
run/fic_1922_3478_cleaned_part156.txt/26,['run/V'],['which/nsubj']
run/fic_1922_2548_cleaned_part498.txt/16,['run/V'],['one/det']
run/fic_1918_3832_cleaned_part569.txt/10,['run/V'],['robinson/nsubj']
run/fic_1916_465_cleaned_part999.txt/18,['run/V'],['that/nsubj']
run/fic_1911_3389_cleaned_part552.txt/58,['run/V'],['that/nsubj']
run/fic_1922_3478_cleaned_part169.txt/68,['run/V'],['religion/nsubj']
run/fic_1920_1219_cleaned_part116.txt/41,['run/V'],['that/nsubj']
run/fic_1911_3156_cleaned_part1351.txt/6,['run/V'],['who/nsubj']
run/fic_1910_3116_cleaned_part183.txt/14,['run/V'],['dave/nsubj']
run/fic_1922_2197_cleaned_part522.txt/50,['run/V'],['fenris/nsubj']
run/fic_1917_5127_cleaned_part116.txt/6,['run/V'],['shiver/nsubj']
run/fic_1920_2811_cleaned_part1452.txt/6,['run/V'],['bromfield/nsubj']
run/fic_1921_2488_cleaned_part1916.txt/36,['run/V'],['fellow/nmod:poss']
run/fic_1919_3543_cleaned_part966.txt/3,['run/V'],['geraldine/nsubj']
run/fic_1917_5127_cleaned_part135.txt/114,['run/V'],['that/nsubj']
run/fic_1917_3499_cleaned_part56.txt/4,['run/V'],['money/nsubj']
run/fic_1922_4933_cleaned_part1229.txt/40,['run/V'],['other/nsubj']
run/fic_1914_2543_cleaned_part626.txt/90,['run/V'],['who/nsubj']
run/fic_1918_16275_cleaned_part296.txt/56,['run/V'],['irene/nsubj']
run/fic_1917_3892_cleaned_part796.txt/45,['run/V'],['sue/nsubj']
run/fic_1920_216_cleaned_part697.txt/30,['run/V'],['who/nsubj']
run/fic_1920_1913_cleaned_part1561.txt/69,['run/V'],['rabbit/nsubj']
run/fic_1915_3013_cleaned_part240.txt/109,['run/V'],['which/nsubj']
run/fic_1913_698_cleaned_part2812.txt/43,['run/V'],['everybody/nsubj']
run/fic_1918_3832_cleaned_part638.txt/13,['run/V'],['robinson/nsubj']
run/fic_1917_3499_cleaned_part93.txt/40,['run/V'],['which/nsubj']
run/fic_1921_1149_cleaned_part550.txt/40,['run/V'],['philip/nsubj']
run/fic_1920_1913_cleaned_part1580.txt/64,['run/V'],['that/nsubj']
run/fic_1914_13938_cleaned_part603.txt/26,['run/V'],['peale/nsubj']
run/fic_1918_16275_cleaned_part324.txt/3,['run/V'],['irene/nsubj']
run/fic_1919_2361_cleaned_part537.txt/38,['run/V'],['that/nsubj']
run/fic_1920_1219_cleaned_part193.txt/119,['run/V'],['mother/nmod:poss']
run/fic_1917_5127_cleaned_part186.txt/3,['run/V'],['tear/nsubj']
run/fic_1920_16269_cleaned_part16.txt/30,['run/V'],['bab/nsubj']
run/fic_1922_3138_cleaned_part97.txt/16,['run/V'],['which/nsubj']
run/fic_1920_16269_cleaned_part12.txt/37,['run/V'],['bab/nsubj']
run/fic_1910_3116_cleaned_part531.txt/24,['run/V'],['phil/nsubj']
run/fic_1922_1086_cleaned_part598.txt/42,['run/V'],['dick/nsubj']
run/fic_1920_3482_cleaned_part13.txt/27,['run/V'],['that/nsubj']
run/fic_1915_3311_cleaned_part100.txt/42,['run/V'],['doctor/nsubj']
run/fic_1920_1913_cleaned_part1611.txt/57,['run/V'],['who/nsubj']
run/fic_1922_2548_cleaned_part607.txt/25,['run/V'],['peter/nsubj']
run/fic_1920_3482_cleaned_part14.txt/90,['run/V'],['the/nsubj']
run/fic_1918_16275_cleaned_part356.txt/22,['run/V'],['irene/nsubj']
run/fic_1913_698_cleaned_part2861.txt/66,['run/V'],['foreigner/amod']
run/fic_1920_1913_cleaned_part1620.txt/34,['run/V'],['jim/nsubj']
run/fic_1920_284_cleaned_part338.txt/36,['run/V'],['amory/nsubj']
run/fic_1917_5127_cleaned_part230.txt/49,['run/V'],['all/nsubj']
run/fic_1917_5127_cleaned_part230.txt/69,['run/V'],['anne/nsubj']
run/fic_1911_3156_cleaned_part1458.txt/41,['run/V'],['plan/nmod:poss']
run/fic_1920_16237_cleaned_part31.txt/14,['run/V'],['sheriff/nsubj']
run/fic_1920_1913_cleaned_part1644.txt/47,['run/V'],['joe/nsubj']
run/mag_1918_466912_cleaned_part21.txt/75,['run/V'],['all/nsubj']
run/mag_1914_466128_cleaned_part29.txt/60,['run/V'],['life/nsubj']
run/mag_1910_486951_cleaned_part16.txt/127,['run/V'],['which/nsubj']
run/fic_1917_5127_cleaned_part449.txt/23,['run/V'],['vivian/nsubj']
run/mag_1915_430629_cleaned_part38.txt/53,['run/V'],['feel/nsubj']
run/fic_1920_16237_cleaned_part20.txt/40,['run/V'],['train/nsubj']
run/fic_1922_2581_cleaned_part1959.txt/18,['run/V'],['jacky/nsubj']
run/fic_1920_216_cleaned_part794.txt/43,['run/V'],['xx_v/nsubj']
run/fic_1922_2522_cleaned_part1633.txt/10,['run/V'],['corinna/nsubj']
run/fic_1920_1913_cleaned_part1678.txt/37,['run/V'],['tom/nsubj']
run/fic_1922_5107_cleaned_part41.txt/89,['run/V'],['some/nsubj']
run/fic_1917_3499_cleaned_part219.txt/36,['run/V'],['nose/nmod:poss']
run/fic_1920_1913_cleaned_part1694.txt/30,['run/V'],['word/nsubj']
run/mag_1910_465435_cleaned_part6.txt/47,['run/V'],['farmer/nsubj']
run/fic_1922_5107_cleaned_part32.txt/6,['run/V'],['who/nsubj']
run/mag_1915_487185_cleaned_part21.txt/112,['run/V'],['which/nsubj']
run/fic_1915_3013_cleaned_part381.txt/21,['run/V'],['thousand/nummod']
run/fic_1921_1149_cleaned_part391.txt/31,['run/V'],['celie/nsubj']
run/mag_1911_436806_cleaned_part41.txt/7,['run/V'],['some/nsubj']
run/fic_1920_1423_cleaned_part780.txt/46,['run/V'],['eunice/nsubj']
run/fic_1912_5626_cleaned_part1077.txt/81,['run/V'],['which/nsubj']
run/fic_1922_5107_cleaned_part27.txt/55,['run/V'],['dudley/nsubj']
run/fic_1919_2361_cleaned_part684.txt/3,['run/V'],['vitality/nsubj']
run/mag_1914_466042_cleaned_part35.txt/12,['run/V'],['opportunity/nsubj']
run/mag_1916_493150_cleaned_part27.txt/4,['run/V'],['debs/nsubj']
run/mag_1910_486945_cleaned_part12.txt/107,['run/V'],['macbeth/nmod:poss']
run/fic_1917_2199_cleaned_part1515.txt/5,['run/V'],['mike/nsubj']
run/fic_1922_3478_cleaned_part402.txt/9,['run/V'],['mu/nsubj']
run/fic_1914_2874_cleaned_part749.txt/27,['run/V'],['other/nsubj']
run/fic_1922_2581_cleaned_part2113.txt/33,['run/V'],['mrs.-/nsubj']
run/fic_1922_2581_cleaned_part2112.txt/18,['run/V'],['johnny/nsubj']
run/fic_1914_5125_cleaned_part1777.txt/61,['run/V'],['mind/nmod:poss']
run/fic_1920_1913_cleaned_part1759.txt/80,['run/V'],['clara/nsubj']
run/mag_1910_465435_cleaned_part60.txt/78,['run/V'],['habit/nsubj']
run/fic_1912_3367_cleaned_part485.txt/43,['run/V'],['patty/nsubj']
run/fic_1922_461_cleaned_part1156.txt/10,['run/V'],['clark/nsubj']
run/fic_1922_3138_cleaned_part262.txt/13,['run/V'],['miss/nsubj']
run/fic_1922_3138_cleaned_part259.txt/23,['run/V'],['hiram/nsubj']
run/mag_1915_487182_cleaned_part70.txt/85,['run/V'],['which/nsubj']
run/fic_1910_3629_cleaned_part1064.txt/31,['run/V'],['that/nsubj']
run/fic_1910_3629_cleaned_part1062.txt/40,['run/V'],['that/nsubj']
run/fic_1922_4895_cleaned_part1977.txt/46,['run/V'],['one/det']
run/fic_1915_3013_cleaned_part454.txt/39,['run/V'],['professor/nsubj']
run/fic_1920_3482_cleaned_part182.txt/14,['run/V'],['father/nmod:poss']
run/fic_1912_3367_cleaned_part509.txt/12,['run/V'],['ethel/nsubj']
run/mag_1918_466874_cleaned_part31.txt/5,['run/V'],['one/nsubj']
run/fic_1922_4933_cleaned_part1493.txt/33,['run/V'],['coward/nsubj']
run/fic_1922_4933_cleaned_part1588.txt/41,['run/V'],['mooney/nsubj']
run/fic_1922_2197_cleaned_part902.txt/68,['run/V'],['that/nsubj']
run/fic_1922_5107_cleaned_part136.txt/74,['run/V'],['which/nsubj']
run/fic_1922_5107_cleaned_part105.txt/91,['run/V'],['which/nsubj']
run/fic_1922_3478_cleaned_part556.txt/45,['run/V'],['george/nsubj']
run/fic_1915_3311_cleaned_part391.txt/41,['run/V'],['which/nsubj']
run/fic_1915_3311_cleaned_part392.txt/96,['run/V'],['aunt/nsubj']
run/fic_1921_13894_cleaned_part99.txt/32,['run/V'],['butler/nsubj']
run/mag_1911_436960_cleaned_part25.txt/20,['run/V'],['mind/nmod:poss']
run/fic_1920_284_cleaned_part624.txt/19,['run/V'],['burne/nsubj']
run/fic_1920_1219_cleaned_part514.txt/9,['run/V'],['blood/nmod:poss']
run/fic_1914_5125_cleaned_part1976.txt/13,['run/V'],['coolie/amod']
run/fic_1914_5125_cleaned_part1958.txt/38,['run/V'],['who/nsubj']
run/fic_1922_2326_cleaned_part883.txt/44,['run/V'],['that/nsubj']
run/fic_1920_16269_cleaned_part89.txt/3,['run/V'],['jim/nsubj']
run/mag_1910_430447_cleaned_part1.txt/42,['run/V'],['door/nmod:poss']
run/fic_1922_2326_cleaned_part901.txt/25,['run/V'],['boy/compound']
run/mag_1914_466037_cleaned_part3.txt/27,['run/V'],['that/nsubj']
run/mag_1912_487109_cleaned_part42.txt/70,['run/V'],['fancy/nmod:poss']
run/fic_1920_1219_cleaned_part551.txt/41,['run/V'],['blood/nmod:poss']
run/fic_1917_3892_cleaned_part1182.txt/3,['run/V'],['ikey/nsubj']
run/fic_1910_3116_cleaned_part627.txt/8,['run/V'],['that/nsubj']
run/fic_1922_2581_cleaned_part2236.txt/58,['run/V'],['mrs.-/nsubj']
run/fic_1920_284_cleaned_part666.txt/84,['run/V'],['amory/nsubj']
run/fic_1920_16237_cleaned_part120.txt/7,['run/V'],['train/nmod:poss']
run/fic_1915_3311_cleaned_part448.txt/46,['run/V'],['donald/nsubj']
run/fic_1922_3478_cleaned_part614.txt/52,['run/V'],['mose/nsubj']
run/mag_1912_430518_cleaned_part18.txt/63,['run/V'],['advertisement/nsubj']
run/fic_1915_1222_cleaned_part1271.txt/58,['run/V'],['rascal/nsubj']
run/fic_1920_16237_cleaned_part139.txt/17,['run/V'],['all/nsubj']
run/fic_1915_3311_cleaned_part451.txt/3,['run/V'],['donald/nsubj']
run/fic_1920_4677_cleaned_part504.txt/21,['run/V'],['all/nsubj']
run/fic_1921_3416_cleaned_part502.txt/45,['run/V'],['fence/nsubj']
run/fic_1915_3311_cleaned_part455.txt/67,['run/V'],['dog/nmod:poss']
run/mag_1916_486340_cleaned_part15.txt/10,['run/V'],['speech/nmod:poss']
run/mag_1916_486336_cleaned_part7.txt/65,['run/V'],['hughes/nsubj']
run/mag_1912_465833_cleaned_part18.txt/14,['run/V'],['cousin/nsubj']
run/mag_1910_486764_cleaned_part28.txt/116,['run/V'],['that/nsubj']
run/mag_1911_436839_cleaned_part180.txt/27,['run/V'],['mother/nmod:poss']
run/fic_1911_1588_cleaned_part2071.txt/3,['run/V'],['blake/nsubj']
run/fic_1911_1588_cleaned_part2073.txt/50,['run/V'],['who/nsubj']
run/fic_1922_5107_cleaned_part220.txt/5,['run/V'],['who/nsubj']
run/fic_1921_3416_cleaned_part568.txt/57,['run/V'],['who/nsubj']
run/mag_1911_465566_cleaned_part21.txt/70,['run/V'],['tear/nsubj']
run/fic_1920_16269_cleaned_part158.txt/3,['run/V'],['bab/nsubj']
run/mag_1916_466533_cleaned_part22.txt/92,['run/V'],['that/nsubj']
run/fic_1915_3311_cleaned_part502.txt/196,['run/V'],['boy/nmod:poss']
run/mag_1911_465566_cleaned_part45.txt/128,['run/V'],['some/nsubj']
run/mag_1914_435882_cleaned_part69.txt/98,['run/V'],['fortune/nmod:poss']
run/fic_1913_306_cleaned_part1439.txt/11,['run/V'],['glance/nmod:poss']
run/mag_1922_467450_cleaned_part1.txt/43,['run/V'],['that/nsubj']
run/fic_1921_1149_cleaned_part726.txt/31,['run/V'],['who/nsubj']
run/mag_1912_465833_cleaned_part45.txt/105,['run/V'],['feel/amod']
run/news_1921_686848_cleaned_part7.txt/15,['run/V'],['which/nsubj']
run/news_1920_686053_cleaned_part6.txt/58,['run/V'],['anyone/nsubj']
run/news_1922_687652_cleaned_part8.txt/68,['run/V'],['spirit/nmod:poss']
run/news_1916_682524_cleaned_part10.txt/64,['run/V'],['hughes/nsubj']
run/fic_1921_1149_cleaned_part719.txt/36,['run/V'],['philip/nsubj']
run/fic_1920_3348_cleaned_part76.txt/36,['run/V'],['hair/nmod:poss']
run/mag_1920_467214_cleaned_part11.txt/26,['run/V'],['first/det']
run/mag_1920_467214_cleaned_part11.txt/115,['run/V'],['which/nsubj']
run/fic_1911_1588_cleaned_part2105.txt/60,['run/V'],['one/det']
run/mag_1923_493302_cleaned_part8.txt/22,['run/V'],['river/nsubj']
run/news_1915_682043_cleaned_part11.txt/5,['run/V'],['max/nsubj']
run/fic_1922_3138_cleaned_part546.txt/18,['run/V'],['that/nsubj']
run/fic_1915_3311_cleaned_part544.txt/4,['run/V'],['ruth/nsubj']
run/fic_1929_16244_cleaned_part14.txt/14,['run/V'],['woman/nsubj']
run/mag_1928_300976_cleaned_part1.txt/25,['run/V'],['all/nsubj']
run/mag_1919_466964_cleaned_part25.txt/20,['run/V'],['night/nsubj']
run/mag_1924_430898_cleaned_part53.txt/168,['run/V'],['which/nsubj']
run/mag_1915_430613_cleaned_part19.txt/14,['run/V'],['which/nsubj']
run/mag_1928_468465_cleaned_part38.txt/35,['run/V'],['sixty-six/nsubj']
run/mag_1925_299642_cleaned_part4.txt/10,['run/V'],['one/advmod']
run/mag_1925_430921_cleaned_part47.txt/43,['run/V'],['chairman/nmod:poss']
run/news_1916_682795_cleaned_part2.txt/32,['run/V'],['gasoline/nsubj']
run/mag_1916_430685_cleaned_part24.txt/63,['run/V'],['that/nsubj']
run/fic_1917_3499_cleaned_part592.txt/19,['run/V'],['tiring/nsubj']
run/mag_1925_299676_cleaned_part2.txt/55,['run/V'],['george/nsubj']
run/fic_1920_16269_cleaned_part217.txt/67,['run/V'],['dorcas/nsubj']
run/mag_1916_444556_cleaned_part49.txt/100,['run/V'],['man/amod']
run/mag_1916_445463_cleaned_part19.txt/14,['run/V'],['t/nsubj']
run/mag_1917_434776_cleaned_part25.txt/15,['run/V'],['1/nsubj']
run/fic_1922_3138_cleaned_part570.txt/5,['run/V'],['father/nmod:poss']
run/mag_1912_487127_cleaned_part13.txt/91,['run/V'],['the/nsubj']
run/fic_1915_3013_cleaned_part751.txt/38,['run/V'],['quint/nsubj']
run/mag_1910_430439_cleaned_part7.txt/21,['run/V'],['rumor/amod']
run/mag_1924_430909_cleaned_part6.txt/25,['run/V'],['which/nsubj']
run/fic_1920_284_cleaned_part808.txt/29,['run/V'],['personality/nsubj']
run/fic_1915_1222_cleaned_part1407.txt/122,['run/V'],['who/nsubj']
run/mag_1916_444556_cleaned_part67.txt/21,['run/V'],['thing/nsubj']
run/mag_1929_487301_cleaned_part4.txt/44,['run/V'],['feng/nsubj']
run/fic_1920_16269_cleaned_part247.txt/24,['run/V'],['bab/nsubj']
run/mag_1921_433323_cleaned_part114.txt/47,['run/V'],['that/nsubj']
run/fic_1921_1149_cleaned_part784.txt/24,['run/V'],['celie/nsubj']
run/mag_1919_467032_cleaned_part100.txt/37,['run/V'],['nahed/nsubj']
run/mag_1927_490177_cleaned_part16.txt/15,['run/V'],['which/nsubj']
run/mag_1927_430965_cleaned_part2.txt/61,['run/V'],['whisper/nsubj']
run/fic_1922_3478_cleaned_part766.txt/51,['run/V'],['shiver/amod']
run/mag_1924_467793_cleaned_part41.txt/58,['run/V'],['which/nsubj']
run/fic_1920_1219_cleaned_part712.txt/66,['run/V'],['carter/nsubj']
run/news_1929_696613_cleaned_part6.txt/4,['run/V'],['earnings/nsubj']
run/fic_1921_1149_cleaned_part790.txt/24,['run/V'],['brain/nmod:poss']
run/mag_1929_220154_cleaned_part2.txt/17,['run/V'],['mary/nsubj']
run/mag_1915_466298_cleaned_part24.txt/7,['run/V'],['that/nsubj']
run/mag_1911_436955_cleaned_part9.txt/63,['run/V'],['who/nsubj']
